,id,mol_weight,formula,P,O,I,H,Se,Mo,X,Mg,Br,As,F,R,N,C,Zn,S,Cl,Co,polymer
4552,C03614,588.1457,C10H16N4O17P4,4,17,0,16,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0
4553,C01212,750.4943,C23H36N4O20P2,2,20,0,36,0,0,0,0,0,0,0,0,4,23,0,0,0,0,0
4554,C18004,534.4526,C17H35N4O13P,1,13,0,35,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0
4555,C17959,1235.5441,C67H112O16P2,2,16,0,112,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
4556,C15557,433.6239,C26H43NO4,0,4,0,43,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0
4557,C21260,535.4373,C17H34N3O14P,1,14,0,34,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0
4558,C21503,1701.8162,C79H136N2O29P4,4,29,0,136,0,0,0,0,0,0,0,0,2,79,0,0,0,0,0
4559,C05993,389.2579,C12H16N5O8P,1,8,0,16,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0
4560,C02130,384.3332,C14H24O12,0,12,0,24,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
4561,C19784,383.3484,C14H25NO11,0,11,0,25,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0
4562,C19779,88.1084,C3H8N2O,0,1,0,8,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
4563,C01444,89.0501,C2H3NO3,0,3,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
4564,C11503,161.1574,C9H7NO2,0,2,0,7,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
4565,C06384,90.0812,C2H6N2O2,0,2,0,6,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
4566,C18710,962.9826,C47H62O21,0,21,0,62,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
4567,C21159,198.1329,C7H6N2O5,0,5,0,6,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0
4568,C21327,,C8H9N2O2SR,0,2,0,9,0,0,0,0,0,0,0,1,2,8,0,1,0,0,0
4569,C03897,542.4253,C15H10O16S3,0,16,0,10,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0
4570,C03898,542.4253,C15H10O16S3,0,16,0,10,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0
4571,C07731,234.2048,C12H10O5,0,5,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
4572,C06587,252.6505,C12H9ClO4,0,4,0,9,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0
4573,C08062,233.22,C12H11NO4,0,4,0,11,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0
4574,C20933,2082.4532,C100H182N2O38P2,2,38,0,182,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0
4575,C04352,402.3578,C12H23N2O9PS,1,9,0,23,0,0,0,0,0,0,0,0,2,12,0,1,0,0,0
4576,C17582,365.3795,C14H27N3O8,0,8,0,27,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0
4577,C04505,,(C12H16NO9R)n,0,9,0,16,0,0,0,0,0,0,0,1,1,12,0,0,0,0,1
4578,C08721,,(C12H16NO9R)n,0,9,0,16,0,0,0,0,0,0,0,1,1,12,0,0,0,0,1
4579,C20816,352.3839,C11H16N2O7S2,0,7,0,16,0,0,0,0,0,0,0,0,2,11,0,2,0,0,0
4580,C20416,1208.479,C64H107NO16P2,2,16,0,107,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0
4581,C04316,907.7138,C29H48N7O18P3S,3,18,0,48,0,0,0,0,0,0,0,0,7,29,0,1,0,0,0
4582,C21194,,C110H207N2O26P2R,2,26,0,207,0,0,0,0,0,0,0,1,2,110,0,0,0,0,0
4583,C20498,1534.824,C79H129N3O22P2,2,22,0,129,0,0,0,0,0,0,0,0,3,79,0,0,0,0,0
4584,C04830,1292.5954,C69H115NO17P2,2,17,0,115,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0
4585,C20617,1292.5954,C69H115NO17P2,2,17,0,115,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0
4586,C01103,368.1908,C10H13N2O11P,1,11,0,13,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0
4587,C01403,108.1378,C7H8O,0,1,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4588,C18043,466.7167,C27H46O4S,0,4,0,46,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0
4589,C06019,260.1358,C6H13O9P,1,9,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4590,C04015,351.3065,C13H21NO10,0,10,0,21,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0
4591,C04016,351.3065,C13H21NO10,0,10,0,21,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0
4592,C04017,351.3065,C13H21NO10,0,10,0,21,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0
4593,C15987,117.1463,C5H11NO2,0,2,0,11,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
4594,C04796,229.1867,C9H11NO6,0,6,0,11,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
4595,C04797,229.1867,C9H11NO6,0,6,0,11,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
4596,C00635,,(C14H21NO14S)n,0,14,0,21,0,0,0,0,0,0,0,0,1,14,0,1,0,0,1
4597,C02075,,C21H29O2R,0,2,0,29,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0
4598,C14179,140.1152,C2H4O5S,0,5,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
4599,C19685,889.634,C23H38N7O20P3S2,3,20,0,38,0,0,0,0,0,0,0,0,7,23,0,2,0,0,0
4600,C01026,103.1198,C4H9NO2,0,2,0,9,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
4601,C02502,95.0993,C5H5NO,0,1,0,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
4602,C01717,189.1675,C10H7NO3,0,3,0,7,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
4603,C04477,500.0755,C6H16O18P4,4,18,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4604,C04520,500.0755,C6H16O18P4,4,18,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4605,C07272,97.0721,C4H3NO2,0,2,0,3,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
4606,C05682,140.0319,C2H5O5P,1,5,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4607,C05678,141.063,C2H8NO4P,1,4,0,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
4608,C17951,365.3193,C13H24N3O7P,1,7,0,24,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0
4609,C06581,228.1987,C10H12O6,0,6,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
4610,C16262,214.2167,C13H10O3,0,3,0,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
4611,C16214,220.1782,C11H8O5,0,5,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
4612,C16259,474.6511,C24H42O7S,0,7,0,42,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0
4613,C16366,198.1793,C7H10N4O3,0,3,0,10,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0
4614,C18282,272.2974,C19H12O2,0,2,0,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
4615,C18283,272.2974,C19H12O2,0,2,0,12,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
4616,C04447,183.1614,C8H9NO4,0,4,0,9,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
4617,C03625,,C6H10N2O3R2,0,3,0,10,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0
4618,C16236,,C8H16NOR,0,1,0,16,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0
4619,C00054,427.2011,C10H15N5O10P2,2,10,0,15,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
4620,C00255,376.3639,C17H20N4O6,0,6,0,20,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0
4621,C05696,554.1593,C10H15N5O13P2Se,2,13,0,15,1,0,0,0,0,0,0,0,5,10,0,0,0,0,0
4622,C16617,524.2314,C10H15N4O13P3S,3,13,0,15,0,0,0,0,0,0,0,0,4,10,0,1,0,0,0
4623,C02589,,C11H16N3O7SR,0,7,0,16,0,0,0,0,0,0,0,1,3,11,0,1,0,0,0
4624,C03601,365.1661,C13H14Cl2N2O6,0,6,0,14,0,0,0,0,0,0,0,0,2,13,0,0,2,0,0
4625,C03587,,C20H31O2R,0,2,0,31,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0
4626,C04315,,C10H17O9R,0,9,0,17,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0
4627,C05622,650.5383,C29H30O17,0,17,0,30,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
4628,C16418,314.2895,C17H14O6,0,6,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
4629,C05861,,C48H84N2O27P2(C5H8)n,2,27,0,8,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1
4630,C03028,505.2943,C12H20N4O10P3S,3,10,0,20,0,0,0,0,0,0,0,0,4,12,0,1,0,0,0
4631,C13378,485.3663,C14H23N4O9P2S,2,9,0,23,0,0,0,0,0,0,0,0,4,14,0,1,0,0,0
4632,C02822,442.5231,C21H30O8S,0,8,0,30,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0
4633,C05647,208.2139,C10H12N2O3,0,3,0,12,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0
4634,C05835,207.1828,C10H9NO4,0,4,0,9,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0
4635,C01909,214.2615,C10H18N2O3,0,3,0,18,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0
4636,C04366,212.1562,C9H8O6,0,6,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
4637,C04479,214.1721,C9H10O6,0,6,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
4638,C18345,216.1449,C8H8O7,0,7,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
4639,C07721,200.2332,C13H12O2,0,2,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
4640,C11039,497.1829,C10H18N3O14P3,3,14,0,18,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0
4641,C12624,212.1562,C9H8O6,0,6,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
4642,C20367,215.1171,C7H5NO7,0,7,0,5,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0
4643,C04230,,C9H20NO7PR,1,7,0,20,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0
4644,C04233,,C9H20NO7PR,1,7,0,20,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0
4645,C04517,,C10H22NO6PR,1,6,0,22,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0
4646,C05974,,C7H13NO9PR,1,9,0,13,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0
4647,C18125,,C7H13NO9PR,1,9,0,13,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0
4648,C04711,292.3733,C14H12O3S2,0,3,0,12,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0
4649,C06336,190.1738,C6H6O5S,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0
4650,C20707,1063.183,C51H82O23,0,23,0,82,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0
4651,C16289,621.4772,C27H25O17,0,17,0,25,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
4652,C20437,256.3428,C16H20N2O,0,1,0,20,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0
4653,C05892,1007.7805,C34H55N7O24P2,2,24,0,55,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0
4654,C16517,368.4048,C16H20N2O6S,0,6,0,20,0,0,0,0,0,0,0,0,2,16,0,1,0,0,0
4655,C21746,397.5504,C16H31NO6S2,0,6,0,31,0,0,0,0,0,0,0,0,1,16,0,2,0,0,0
4656,C01921,465.6227,C26H43NO6,0,6,0,43,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0
4657,C03634,504.6124,C28H40O8,0,8,0,40,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
4658,C01812,59.044,C2H3O2X,0,2,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
4659,C05665,73.0938,C3H7NO,0,1,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
4660,C16288,605.4778,C27H25O16,0,16,0,25,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
4661,C06216,1152.9995,C42H72O36,0,36,0,72,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
4662,C03148,,C3H6NO2R,0,2,0,6,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
4663,C02960,,C19H37NO6PR,1,6,0,37,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0
4664,C18126,,C7H14O9PR,1,9,0,14,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0
4665,C01958,,C18H27O2R,0,2,0,27,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0
4666,C03115,462.306,C15H29O10P3,3,10,0,29,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
4667,C01036,200.1455,C8H8O6,0,6,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
4668,C19720,1007.7805,C34H55N7O24P2,2,24,0,55,0,0,0,0,0,0,0,0,7,34,0,0,0,0,0
4669,C02724,94.1344,C6H8N,0,0,0,8,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
4670,C11249,84.1595,C6H12,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4671,C01770,86.0892,C4H6O2,0,2,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4672,C03392,121.1781,C4H9O2S,0,2,0,9,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
4673,C17372,314.3574,C13H18N2O5S,0,5,0,18,0,0,0,0,0,0,0,0,2,13,0,1,0,0,0
4674,C21650,383.5239,C15H29NO6S2,0,6,0,29,0,0,0,0,0,0,0,0,1,15,0,2,0,0,0
4675,C21525,83.1317,C5H9N,0,0,0,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
4676,C20176,443.2005,C10H15N5O11P2,2,11,0,15,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
4677,C20725,947.1539,C48H82O18,0,18,0,82,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
4678,C21297,104.1045,C4H8O3,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4679,C05464,449.6233,C26H43NO5,0,5,0,43,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0
4680,C11695,347.5347,C22H37NO2,0,2,0,37,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0
4681,C21295,239.2493,C14H11N2O2,0,2,0,11,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0
4682,C06132,,C59H102N3O32R,0,32,0,102,0,0,0,0,0,0,0,1,3,59,0,0,0,0,0
4683,C05983,403.2845,C13H18N5O8P,1,8,0,18,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0
4684,C03153,160.1711,C6H12N2O3,0,3,0,12,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0
4685,C03623,159.14,C6H9NO4,0,4,0,9,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0
4686,C02591,422.2764,C12H23O14P,1,14,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
4687,C03120,,C3H8O6PR,1,6,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
4688,C02775,149.1467,C8H7NO2,0,2,0,7,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
4689,C21505,,C7H5O2SR,0,2,0,5,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0
4690,C00362,347.2212,C10H14N5O7P,1,7,0,14,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0
4691,C02995,422.2764,C12H23O14P,1,14,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
4692,C20237,422.2764,C12H23O14P,1,14,0,23,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
4693,C20985,422.3597,C12H22O14S,0,14,0,22,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0
4694,C18044,396.5408,C21H32O5S,0,5,0,32,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0
4695,C03679,151.5929,C8H6ClN,0,0,0,6,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0
4696,C06173,311.3749,C19H21NO3,0,3,0,21,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0
4697,C06423,144.2114,C8H16O2,0,2,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
4698,C17240,345.3682,C14H19NO7S,0,7,0,19,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0
4699,C21219,415.3301,C14H26NO11P,1,11,0,26,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0
4700,C04913,,C49H76N4O39R2,0,39,0,76,0,0,0,0,0,0,0,2,4,49,0,0,0,0,0
4701,C20427,1358.6999,C73H121N3O16P2,2,16,0,121,0,0,0,0,0,0,0,0,3,73,0,0,0,0,0
4702,C05212,,C9H19NO7PR2,1,7,0,19,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0
4703,C19865,796.9809,C42H68O14,0,14,0,68,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
4704,C04864,459.3798,C14H21NO14S,0,14,0,21,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0
4705,C04865,459.3798,C14H21NO14S,0,14,0,21,0,0,0,0,0,0,0,0,1,14,0,1,0,0,0
4706,C21477,196.2047,C12H8N2O,0,1,0,8,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0
4707,C01081,345.3345,C12H18N4O4PS,1,4,0,18,0,0,0,0,0,0,0,0,4,12,0,1,0,0,0
4708,C03666,186.1189,C7H6O6,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4709,C04480,186.1189,C7H6O6,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4710,C02167,186.1189,C7H6O6,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
4711,C02153,409.432,C14H19NO9S2,0,9,0,19,0,0,0,0,0,0,0,0,1,14,0,2,0,0,0
4712,C06196,332.2066,C10H13N4O7P,1,7,0,13,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0
4713,C08358,380.4553,C19H24O6S,0,6,0,24,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0
4714,C08359,382.4711,C19H26O6S,0,6,0,26,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0
4715,C12638,550.4225,C24H22O15,0,15,0,22,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
4716,C06339,179.1727,C9H9NO3,0,3,0,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0
4717,C15989,396.4559,C18H37O7P,1,7,0,37,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
4718,C16398,152.1506,C7H8N2O2,0,2,0,8,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0
4719,C18320,152.1506,C7H8N2O2,0,2,0,8,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0
4720,C14102,176.2118,C11H12O2,0,2,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
4721,C21211,401.3035,C13H24NO11P,1,11,0,24,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0
4722,C19151,902.7066,C34H43N6O21P,1,21,0,43,0,0,0,0,0,0,0,0,6,34,0,0,0,0,0
4723,C18802,905.7966,C35H52N7O19P,1,19,0,52,0,0,0,0,0,0,0,0,7,35,0,0,0,0,0
4724,C15850,899.0048,C41H62N12O11,0,11,0,62,0,0,0,0,0,0,0,0,12,41,0,0,0,0,0
4725,C16687,,C12H23O14P(C36H61O33P)n,1,33,0,61,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1
4726,C06136,,C45H79N2O23R,0,23,0,79,0,0,0,0,0,0,0,1,2,45,0,0,0,0,0
4727,C11976,905.1187,C49H76O15,0,15,0,76,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
4728,C04438,,C6H13NO7PR,1,7,0,13,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0
4729,C05973,,C6H13NO7PR,1,7,0,13,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0
4730,C18048,275.2585,C10H17N3O6,0,6,0,17,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0
4731,C12625,532.4503,C25H24O13,0,13,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
4732,C16231,532.4503,C25H24O13,0,13,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
4733,C16197,532.4503,C25H24O13,0,13,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
4734,C20678,887.0589,C45H74O17,0,17,0,74,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
4735,C11960,891.0922,C48H74O15,0,15,0,74,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
4736,C11975,891.0922,C48H74O15,0,15,0,74,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
4737,C11984,887.1035,C49H74O14,0,14,0,74,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
4738,C06241,389.2498,C11H20NO12P,1,12,0,20,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0
4739,C06124,379.4718,C18H38NO5P,1,5,0,38,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0
4740,C03892,,C8H14O13P2R2,2,13,0,14,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0
4741,C01200,,C10H17NO12PR,1,12,0,17,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0
4742,C01120,381.4877,C18H40NO5P,1,5,0,40,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0
4743,C04555,368.4876,C19H28O5S,0,5,0,28,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0
4744,C04187,401.2036,C10H17N3O10P2,2,10,0,17,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0
4745,C20674,298.2752,C11H16N5O5,0,5,0,16,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0
4746,C17248,341.4441,C12H23NO6S2,0,6,0,23,0,0,0,0,0,0,0,0,1,12,0,2,0,0,0
4747,C16489,388.3081,C12H25N2O10P,1,10,0,25,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0
4748,C19562,352.4036,C20H16O4S,0,4,0,16,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0
4749,C20859,,C10H16O9R2,0,9,0,16,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0
4750,C12003,743.8785,C37H61NO14,0,14,0,61,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0
4751,C11959,877.0656,C47H72O15,0,15,0,72,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
4752,C11968,873.0769,C48H72O14,0,14,0,72,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
4753,C11983,873.0769,C48H72O14,0,14,0,72,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
4754,C10020,518.4237,C24H22O13,0,13,0,22,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
4755,C16192,518.4237,C24H22O13,0,13,0,22,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
4756,C16222,516.4509,C25H24O12,0,12,0,24,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
4757,C16224,518.4667,C25H26O12,0,12,0,26,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
4758,C03517,,H3P2O7R,2,7,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4759,C05715,128.1292,C5H8N2O2,0,2,0,8,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
4760,C03716,146.0981,C5H6O5,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
4761,C21098,,C6H12NOSR,0,1,0,12,0,0,0,0,0,0,0,1,1,6,0,1,0,0,0
4762,C11967,859.0503,C47H70O14,0,14,0,70,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0
4763,C04925,,C53H92N3O28R,0,28,0,92,0,0,0,0,0,0,0,1,3,53,0,0,0,0,0
4764,C04576,940.6772,C41H32O26,0,26,0,32,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
4765,C04938,,C53H92N3O28R,0,28,0,92,0,0,0,0,0,0,0,1,3,53,0,0,0,0,0
4766,C04939,,C53H92N3O28R,0,28,0,92,0,0,0,0,0,0,0,1,3,53,0,0,0,0,0
4767,C16354,951.8076,C42H47O25,0,25,0,47,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
4768,C20864,,C10H20O19P4R(R1)(C5H8O6PR)n,1,6,0,8,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1
4769,C02704,112.1051,CH4O4S,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4770,C03137,246.2619,C13H14N2O3,0,3,0,14,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0
4771,C00538,,C2HO2R,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
4772,C20121,302.3462,C15H27O4P,1,4,0,27,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
4773,C02538,350.4293,C18H22O5S,0,5,0,22,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0
4774,C15668,69.1051,C4H7N,0,0,0,7,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
4775,C08357,352.4452,C18H24O5S,0,5,0,24,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0
4776,C04062,340.1157,C6H14O12P2,2,12,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4777,C04063,340.1157,C6H14O12P2,2,12,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4778,C16482,174.1265,C7H7FO4,0,4,0,7,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0
4779,C16479,174.1265,C7H7FO4,0,4,0,7,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0
4780,C02659,85.1045,C4H7NO,0,1,0,7,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
4781,C03219,87.1204,C4H9NO,0,1,0,9,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
4782,C21027,373.2504,C11H20NO11P,1,11,0,20,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0
4783,C04486,234.3372,C12H10OS2,0,1,0,10,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0
4784,C05775,278.3037,C14H18N2O4,0,4,0,18,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0
4785,C06145,68.074,C4H4O,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4786,C06641,237.1245,C13H10Cl2,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0
4787,C11148,147.3877,C2HCl3O,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
4788,C07087,168.1467,C8H8O4,0,4,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
4789,C18246,133.4042,C2H3Cl3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0
4790,C17244,327.4175,C11H21NO6S2,0,6,0,21,0,0,0,0,0,0,0,0,1,11,0,2,0,0,0
